order_id,order_date,order_type,business_line,product_group,service_station_code,service_station_name,channel,order_status,settlement_status,order_amount,sales_account
ORD00237,2026-03-21,M,SMB,54,SS007,Demo Service Station 007,APOS,pending,not_applied,73977.07,Sales Account 09
ORD00238,2026-06-03,M,CON,54,SS017,Demo Service Station 017,APOS,completed,applied,65888.75,Sales Account 11
ORD00239,2026-05-27,F,SMB,40,SS015,Demo Service Station 015,Partner,completed,applied,74641.46,Sales Account 08
ORD00240,2026-06-03,M,SMB,40,SS026,Demo Service Station 026,APOS,completed,applied,37365.02,Sales Account 06
ORD00241,2026-06-03,F,SMB,40,SS023,Demo Service Station 023,Offline,pending,not_applied,78363.53,Sales Account 24
ORD00242,2026-05-03,F,SMB,54,SS019,Demo Service Station 019,Offline,pending,applied,33216.36,Sales Account 08
ORD00243,2026-04-07,M,SMB,40,SS023,Demo Service Station 023,APOS,completed,applied,14440.0,Sales Account 08
ORD00244,2026-06-03,M,SMB,54,SS011,Demo Service Station 011,APOS,pending,not_applied,52867.04,Sales Account 22
ORD00245,2026-05-10,F,SMB,54,SS005,Demo Service Station 005,Offline,pending,not_applied,71629.57,Sales Account 17
ORD00246,2026-06-03,F,SMB,54,SS004,Demo Service Station 004,APOS,completed,not_applied,81641.57,Sales Account 05
ORD00247,2026-06-03,F,SMB,40,SS004,Demo Service Station 004,APOS,pending,settled,1670.07,Sales Account 24
ORD00248,2026-03-30,F,CON,54,SS026,Demo Service Station 026,Partner,cancelled,applied,28930.44,Sales Account 21
ORD00249,2026-06-03,F,CON,54,SS001,Demo Service Station 001,Partner,completed,settled,30939.3,Sales Account 25
ORD00250,2026-06-03,F,SMB,54,SS010,Demo Service Station 010,APOS,completed,not_applied,38247.3,Sales Account 20
ORD00251,2026-04-02,F,SMB,54,SS012,Demo Service Station 012,Offline,completed,settled,74216.04,Sales Account 15
ORD00252,2026-06-03,M,SMB,54,SS002,Demo Service Station 002,Offline,completed,applied,35686.64,Sales Account 01
ORD00253,2026-06-03,M,CON,54,SS028,Demo Service Station 028,APOS,completed,settled,60146.22,Sales Account 13
ORD00254,2026-05-24,M,CON,54,SS015,Demo Service Station 015,Partner,cancelled,not_applied,29549.82,Sales Account 15
ORD00255,2026-03-27,M,SMB,40,SS023,Demo Service Station 023,Offline,completed,applied,59546.4,Sales Account 16
ORD00256,2026-03-24,F,SMB,40,SS019,Demo Service Station 019,Offline,cancelled,not_applied,46830.25,Sales Account 08
ORD00257,2026-05-27,F,SMB,40,SS008,Demo Service Station 008,APOS,pending,not_applied,46737.47,Sales Account 19
ORD00258,2026-05-18,F,CON,54,SS004,Demo Service Station 004,Offline,pending,not_applied,26949.08,Sales Account 04
ORD00259,2026-05-08,M,SMB,40,SS004,Demo Service Station 004,Partner,completed,applied,83965.0,Sales Account 04
ORD00260,2026-04-15,M,CON,54,SS018,Demo Service Station 018,Offline,cancelled,settled,35926.02,Sales Account 07
ORD00261,2026-03-31,M,CON,40,SS006,Demo Service Station 006,APOS,pending,not_applied,23112.31,Sales Account 05
ORD00262,2026-04-24,M,CON,40,SS014,Demo Service Station 014,APOS,completed,settled,78164.98,Sales Account 07
ORD00263,2026-05-24,M,SMB,54,SS007,Demo Service Station 007,Partner,completed,applied,3052.18,Sales Account 05
ORD00264,2026-05-19,M,SMB,40,SS025,Demo Service Station 025,Partner,pending,applied,79533.44,Sales Account 17
ORD00265,2026-03-06,M,SMB,40,SS018,Demo Service Station 018,Offline,completed,settled,15441.31,Sales Account 02
ORD00266,2026-06-03,F,SMB,54,SS025,Demo Service Station 025,Offline,completed,settled,73816.6,Sales Account 04
ORD00267,2026-05-09,F,SMB,40,SS010,Demo Service Station 010,APOS,pending,not_applied,34223.44,Sales Account 24
ORD00268,2026-06-03,F,SMB,40,SS019,Demo Service Station 019,Partner,pending,settled,66279.15,Sales Account 13
ORD00269,2026-05-29,F,CON,40,SS006,Demo Service Station 006,Offline,pending,applied,78572.89,Sales Account 25
ORD00270,2026-05-05,M,SMB,40,SS026,Demo Service Station 026,Partner,pending,applied,14477.9,Sales Account 20
ORD00271,2026-06-03,F,SMB,54,SS014,Demo Service Station 014,Partner,pending,not_applied,1391.24,Sales Account 19
ORD00272,2026-05-27,M,SMB,54,SS008,Demo Service Station 008,APOS,completed,settled,13822.51,Sales Account 06
ORD00273,2026-05-15,M,CON,54,SS028,Demo Service Station 028,Offline,pending,not_applied,28188.01,Sales Account 22
ORD00274,2026-06-03,F,CON,54,SS017,Demo Service Station 017,APOS,pending,not_applied,8362.45,Sales Account 01
ORD00275,2026-04-14,F,SMB,40,SS013,Demo Service Station 013,Offline,completed,settled,9805.03,Sales Account 02
ORD00276,2026-05-11,M,SMB,54,SS007,Demo Service Station 007,Partner,pending,not_applied,66278.88,Sales Account 18
ORD00277,2026-05-10,F,CON,40,SS009,Demo Service Station 009,Partner,cancelled,applied,14228.31,Sales Account 07
ORD00278,2026-06-03,M,SMB,54,SS003,Demo Service Station 003,Offline,completed,settled,75986.09,Sales Account 04
ORD00279,2026-05-30,F,SMB,40,SS022,Demo Service Station 022,Partner,completed,applied,70814.71,Sales Account 22
ORD00280,2026-06-03,M,SMB,40,SS017,Demo Service Station 017,APOS,completed,not_applied,49104.24,Sales Account 14
ORD00281,2026-05-12,M,SMB,54,SS002,Demo Service Station 002,APOS,completed,applied,14261.84,Sales Account 03
ORD00282,2026-04-28,F,SMB,54,SS005,Demo Service Station 005,APOS,completed,not_applied,15296.27,Sales Account 17
ORD00283,2026-06-03,M,CON,54,SS013,Demo Service Station 013,Partner,completed,settled,40095.51,Sales Account 11
ORD00284,2026-06-03,F,SMB,40,SS004,Demo Service Station 004,APOS,pending,settled,42311.04,Sales Account 14
ORD00285,2026-04-09,M,CON,40,SS026,Demo Service Station 026,Offline,pending,not_applied,57435.57,Sales Account 04
ORD00286,2026-06-01,F,SMB,40,SS008,Demo Service Station 008,Partner,pending,not_applied,12804.16,Sales Account 13
ORD00287,2026-04-08,M,CON,54,SS016,Demo Service Station 016,APOS,pending,not_applied,56554.21,Sales Account 18
ORD00288,2026-05-20,M,CON,40,SS006,Demo Service Station 006,APOS,completed,applied,6659.76,Sales Account 05
ORD00289,2026-06-01,F,CON,40,SS028,Demo Service Station 028,Offline,pending,not_applied,76034.34,Sales Account 11
ORD00290,2026-05-11,M,SMB,40,SS026,Demo Service Station 026,APOS,completed,not_applied,76000.9,Sales Account 06
ORD00291,2026-04-26,F,SMB,40,SS008,Demo Service Station 008,Partner,completed,not_applied,15726.48,Sales Account 22
ORD00292,2026-05-26,M,CON,40,SS025,Demo Service Station 025,APOS,pending,settled,8364.38,Sales Account 08
ORD00293,2026-06-03,F,SMB,40,SS016,Demo Service Station 016,APOS,completed,applied,44439.68,Sales Account 25
ORD00294,2026-03-28,M,SMB,54,SS027,Demo Service Station 027,APOS,completed,not_applied,78541.16,Sales Account 22
ORD00295,2026-05-27,F,CON,40,SS013,Demo Service Station 013,Partner,pending,not_applied,67460.69,Sales Account 04
ORD00296,2026-05-14,F,CON,40,SS019,Demo Service Station 019,APOS,pending,not_applied,38138.03,Sales Account 05
ORD00297,2026-06-02,F,SMB,40,SS019,Demo Service Station 019,Offline,pending,not_applied,8304.02,Sales Account 13
ORD00298,2026-05-10,M,SMB,40,SS009,Demo Service Station 009,APOS,completed,applied,55755.51,Sales Account 18
ORD00299,2026-05-01,F,CON,40,SS006,Demo Service Station 006,Partner,pending,applied,63765.07,Sales Account 27
ORD00300,2026-05-17,M,CON,40,SS028,Demo Service Station 028,APOS,completed,settled,37832.19,Sales Account 05
ORD00301,2026-05-08,M,CON,40,SS019,Demo Service Station 019,APOS,completed,applied,32124.08,Sales Account 13
ORD00302,2026-04-03,M,CON,54,SS016,Demo Service Station 016,Offline,completed,settled,84966.6,Sales Account 03
ORD00303,2026-05-08,M,CON,40,SS023,Demo Service Station 023,Partner,completed,not_applied,17269.19,Sales Account 20
ORD00304,2026-05-20,F,SMB,40,SS009,Demo Service Station 009,Offline,completed,settled,44736.42,Sales Account 13
ORD00305,2026-04-18,F,SMB,54,SS009,Demo Service Station 009,Partner,pending,applied,55309.37,Sales Account 02
ORD00306,2026-06-03,F,SMB,40,SS005,Demo Service Station 005,APOS,completed,not_applied,40657.24,Sales Account 27
ORD00307,2026-05-04,M,CON,40,SS012,Demo Service Station 012,Offline,completed,not_applied,40166.39,Sales Account 16
ORD00308,2026-04-28,F,SMB,40,SS026,Demo Service Station 026,APOS,pending,not_applied,20407.48,Sales Account 17
ORD00309,2026-04-08,F,SMB,40,SS001,Demo Service Station 001,Offline,completed,settled,73279.67,Sales Account 09
ORD00310,2026-04-25,M,SMB,54,SS011,Demo Service Station 011,Offline,cancelled,not_applied,58637.45,Sales Account 25
ORD00311,2026-04-24,F,SMB,54,SS008,Demo Service Station 008,Offline,pending,not_applied,80863.44,Sales Account 21
ORD00312,2026-05-10,M,CON,54,SS014,Demo Service Station 014,Offline,pending,applied,46004.77,Sales Account 10
ORD00313,2026-06-03,F,SMB,54,SS016,Demo Service Station 016,APOS,pending,settled,27658.21,Sales Account 06
ORD00314,2026-04-23,M,SMB,40,SS023,Demo Service Station 023,Offline,completed,settled,34119.18,Sales Account 26
ORD00315,2026-04-18,F,SMB,54,SS007,Demo Service Station 007,APOS,completed,settled,61274.08,Sales Account 18
ORD00316,2026-06-03,F,SMB,40,SS003,Demo Service Station 003,APOS,pending,settled,63170.32,Sales Account 17
ORD00317,2026-06-03,F,SMB,40,SS026,Demo Service Station 026,Offline,completed,settled,34811.14,Sales Account 18
ORD00318,2026-05-05,F,SMB,54,SS013,Demo Service Station 013,Partner,pending,not_applied,48422.6,Sales Account 12
ORD00319,2026-06-03,F,CON,54,SS001,Demo Service Station 001,Offline,completed,applied,36879.6,Sales Account 10
ORD00320,2026-06-03,F,CON,40,SS027,Demo Service Station 027,APOS,pending,not_applied,73717.02,Sales Account 12
ORD00321,2026-04-03,M,SMB,54,SS014,Demo Service Station 014,Partner,pending,not_applied,8459.16,Sales Account 15
ORD00322,2026-04-04,F,SMB,54,SS004,Demo Service Station 004,Offline,cancelled,settled,33344.55,Sales Account 07
ORD00323,2026-06-03,F,CON,40,SS007,Demo Service Station 007,Offline,completed,settled,25300.42,Sales Account 03
ORD00324,2026-05-31,F,SMB,54,SS022,Demo Service Station 022,Offline,completed,not_applied,7936.44,Sales Account 06
ORD00325,2026-05-29,F,CON,54,SS029,Demo Service Station 029,Offline,pending,not_applied,81215.25,Sales Account 24
ORD00326,2026-06-03,F,SMB,54,SS004,Demo Service Station 004,Offline,pending,settled,50766.62,Sales Account 16
ORD00327,2026-05-31,M,SMB,54,SS018,Demo Service Station 018,Offline,pending,applied,25354.37,Sales Account 03
ORD00328,2026-05-30,F,SMB,40,SS030,Demo Service Station 030,Partner,pending,applied,34725.94,Sales Account 03
ORD00329,2026-04-09,F,SMB,54,SS020,Demo Service Station 020,Offline,cancelled,applied,26869.58,Sales Account 22
ORD00330,2026-05-09,M,SMB,54,SS014,Demo Service Station 014,Offline,completed,applied,69887.77,Sales Account 26
ORD00331,2026-06-03,F,CON,40,SS020,Demo Service Station 020,Offline,completed,not_applied,81437.32,Sales Account 15
ORD00332,2026-06-03,F,SMB,40,SS013,Demo Service Station 013,Partner,pending,applied,49990.22,Sales Account 14
ORD00333,2026-05-14,M,SMB,54,SS024,Demo Service Station 024,Offline,completed,applied,8366.79,Sales Account 07
ORD00334,2026-06-03,F,CON,54,SS007,Demo Service Station 007,Offline,pending,settled,78517.44,Sales Account 21
ORD00335,2026-06-03,M,CON,54,SS012,Demo Service Station 012,Offline,completed,settled,71529.66,Sales Account 24
ORD00336,2026-05-21,M,SMB,40,SS024,Demo Service Station 024,Offline,completed,not_applied,3456.5,Sales Account 01
ORD00337,2026-04-01,M,CON,54,SS009,Demo Service Station 009,Offline,completed,settled,65460.08,Sales Account 25
ORD00338,2026-04-13,M,CON,40,SS015,Demo Service Station 015,APOS,completed,settled,28649.24,Sales Account 15
ORD00339,2026-05-06,M,CON,54,SS023,Demo Service Station 023,Partner,pending,not_applied,15913.92,Sales Account 16
ORD00340,2026-05-11,F,SMB,40,SS030,Demo Service Station 030,APOS,pending,applied,17013.4,Sales Account 26
ORD00341,2026-04-05,F,SMB,40,SS026,Demo Service Station 026,Partner,cancelled,not_applied,68695.92,Sales Account 13
ORD00342,2026-05-03,F,SMB,54,SS004,Demo Service Station 004,APOS,completed,not_applied,70061.37,Sales Account 22
ORD00343,2026-04-07,M,SMB,54,SS009,Demo Service Station 009,APOS,cancelled,settled,72977.07,Sales Account 04
ORD00344,2026-05-17,F,SMB,54,SS013,Demo Service Station 013,Offline,pending,not_applied,23650.83,Sales Account 22
ORD00345,2026-05-26,F,CON,40,SS024,Demo Service Station 024,Offline,pending,not_applied,9249.72,Sales Account 09
ORD00346,2026-04-09,M,CON,40,SS016,Demo Service Station 016,APOS,completed,settled,48691.16,Sales Account 13
ORD00347,2026-06-03,F,SMB,40,SS004,Demo Service Station 004,Partner,pending,not_applied,51569.7,Sales Account 19
ORD00348,2026-05-07,M,SMB,40,SS005,Demo Service Station 005,APOS,pending,applied,4275.77,Sales Account 08
ORD00349,2026-06-03,F,SMB,54,SS014,Demo Service Station 014,Partner,pending,applied,28369.68,Sales Account 08
ORD00350,2026-03-11,M,SMB,54,SS026,Demo Service Station 026,APOS,completed,settled,26378.74,Sales Account 21
ORD00351,2026-05-19,F,SMB,40,SS009,Demo Service Station 009,APOS,completed,settled,19789.83,Sales Account 20
ORD00352,2026-06-03,F,SMB,40,SS008,Demo Service Station 008,Offline,completed,not_applied,74822.51,Sales Account 16
ORD00353,2026-05-26,M,SMB,54,SS012,Demo Service Station 012,Offline,completed,settled,86708.68,Sales Account 24
ORD00354,2026-05-10,M,SMB,40,SS005,Demo Service Station 005,Offline,completed,applied,20752.39,Sales Account 09
ORD00355,2026-04-30,M,SMB,54,SS021,Demo Service Station 021,Offline,completed,settled,66144.16,Sales Account 13
ORD00356,2026-05-24,F,SMB,40,SS023,Demo Service Station 023,APOS,pending,not_applied,85813.23,Sales Account 20
ORD00357,2026-04-13,M,CON,40,SS003,Demo Service Station 003,APOS,cancelled,applied,74310.51,Sales Account 15
ORD00358,2026-05-29,M,SMB,54,SS014,Demo Service Station 014,APOS,completed,settled,21488.97,Sales Account 20
ORD00359,2026-06-03,F,SMB,40,SS001,Demo Service Station 001,APOS,pending,applied,5488.87,Sales Account 04
ORD00360,2026-05-07,M,CON,54,SS018,Demo Service Station 018,APOS,completed,not_applied,25042.58,Sales Account 19
